id;number_of_check_ins
2020_2_14_6;114.4
2020_2_14_7;392.2
2020_2_14_8;468
2020_2_14_9;272.5
2020_2_14_10;215.8
2020_2_14_11;226.1
2020_2_14_12;299.3
2020_2_14_13;300.4
2020_2_14_14;343.8
2020_2_14_15;390
2020_2_14_16;418.3
2020_2_14_17;422
2020_2_14_18;284.6
2020_2_14_19;175.6
2020_2_14_20;130.3
2020_2_14_21;116.9
2020_2_14_22;111.5
2020_2_14_23;92.9
2020_2_15_0;43.8
2020_2_15_1;8
2020_2_15_2;3.9
2020_2_15_3;3.8
2020_2_15_4;4.7
2020_2_15_5;6.8
2020_2_15_6;15.5
2020_2_15_7;36
2020_2_15_8;68.8
2020_2_15_9;95.5
2020_2_15_10;116.8
2020_2_15_11;145.4
2020_2_15_12;169.7
2020_2_15_13;188.3
2020_2_15_14;190
2020_2_15_15;186.2
2020_2_15_16;191
2020_2_15_17;185.3
2020_2_15_18;152.10000000000002
2020_2_15_19;117.6
2020_2_15_20;97.9
2020_2_15_21;85.4
2020_2_15_22;87.3
2020_2_15_23;84.2
2020_2_16_0;42.5
2020_2_16_1;9.4
2020_2_16_2;5.1000000000000005
2020_2_16_3;5.1000000000000005
2020_2_16_4;5.7
2020_2_16_5;6.2
2020_2_16_6;9.2
2020_2_16_7;16.9
2020_2_16_8;31.2
2020_2_16_9;53.6
2020_2_16_10;73.7
2020_2_16_11;101.7
2020_2_16_12;125.1
2020_2_16_13;142.5
2020_2_16_14;134.1
2020_2_16_15;129.8
2020_2_16_16;142.9
2020_2_16_17;134.9
2020_2_16_18;108.2
2020_2_16_19;90.5
2020_2_16_20;78.39999999999999
2020_2_16_21;65
2020_2_16_22;51.7
2020_2_16_23;33.099999999999994
2020_2_17_0;10.9
2020_2_17_1;1.3
2020_2_17_2;0.6
2020_2_17_3;0.7
2020_2_17_4;2.2
2020_2_17_5;23.9
2020_2_17_6;145.3
2020_2_17_7;426.4
2020_2_17_8;483.6
2020_2_17_9;260.90000000000003
2020_2_17_10;199.1
2020_2_17_11;200.4
2020_2_17_12;248.1
2020_2_17_13;235.1
2020_2_17_14;269.5
2020_2_17_15;339.4
2020_2_17_16;423.5
2020_2_17_17;482.4
2020_2_17_18;264.6
2020_2_17_19;131.8
2020_2_17_20;93.6
2020_2_17_21;83
2020_2_17_22;69.4
2020_2_17_23;41.9
2020_2_18_0;14.7
2020_2_18_1;1.8
2020_2_18_2;0.6
2020_2_18_3;0.7
2020_2_18_4;2.1
2020_2_18_5;23.1
2020_2_18_6;146.2
2020_2_18_7;432.4
2020_2_18_8;491.2000000000001
2020_2_18_9;264.7
2020_2_18_10;199.4
2020_2_18_11;199.5
2020_2_18_12;250
2020_2_18_13;247
2020_2_18_14;281.5
2020_2_18_15;342.3
2020_2_18_16;425.4
2020_2_18_17;484.1
2020_2_18_18;274.7
2020_2_18_19;136.2
2020_2_18_20;97.3
2020_2_18_21;86.1
2020_2_18_22;72.9
2020_2_18_23;44.7
2020_2_19_0;13.5
2020_2_19_1;1.5
2020_2_19_2;0.6
2020_2_19_3;0.7
2020_2_19_4;2.1
2020_2_19_5;21.5
2020_2_19_6;128.89999999999998
2020_2_19_7;386.7
2020_2_19_8;445.9
2020_2_19_9;253.3
2020_2_19_10;197.4
2020_2_19_11;205
2020_2_19_12;259.2
2020_2_19_13;249.4
2020_2_19_14;276.2
2020_2_19_15;329.90000000000003
2020_2_19_16;399.9
2020_2_19_17;439.7
2020_2_19_18;255.6
2020_2_19_19;134.1
2020_2_19_20;97.6
2020_2_19_21;91.1
2020_2_19_22;76.6
2020_2_19_23;46.2
2020_2_20_0;14.2
2020_2_20_1;1.6
2020_2_20_2;0.8
2020_2_20_3;1.1
2020_2_20_4;2.2
2020_2_20_5;22.4
2020_2_20_6;138.3
2020_2_20_7;419.3
2020_2_20_8;490.7000000000001
2020_2_20_9;268.7
2020_2_20_10;208.5
2020_2_20_11;209.3
2020_2_20_12;261.90000000000003
2020_2_20_13;260.5
2020_2_20_14;292.8
2020_2_20_15;353.5
2020_2_20_16;433.5
2020_2_20_17;497.6
2020_2_20_18;297.20000000000005
2020_2_20_19;161.39999999999998
2020_2_20_20;111.4
2020_2_20_21;113.4
2020_2_20_22;93.9
2020_2_20_23;69.7
2020_2_21_0;23.4
2020_2_21_1;2.4
2020_2_21_2;1.2
2020_2_21_3;1.7
2020_2_21_4;3.6
2020_2_21_5;20.6
2020_2_21_6;105
2020_2_21_7;316.2
2020_2_21_8;385.7
2020_2_21_9;241.1
2020_2_21_10;202.5
2020_2_21_11;216.5
2020_2_21_12;277.1
2020_2_21_13;278.1
2020_2_21_14;303.4
2020_2_21_15;340.4
2020_2_21_16;373.5
2020_2_21_17;388.6
2020_2_21_18;269.7
2020_2_21_19;170.2
2020_2_21_20;126.1
2020_2_21_21;113.1
2020_2_21_22;108.3
2020_2_21_23;92.8
2020_2_22_0;45.2
2020_2_22_1;10.4
2020_2_22_2;5.1000000000000005
2020_2_22_3;4.1000000000000005
2020_2_22_4;4.1000000000000005
2020_2_22_5;6
2020_2_22_6;15.9
2020_2_22_7;35.9
2020_2_22_8;68
2020_2_22_9;97.8
2020_2_22_10;120.9
2020_2_22_11;152.7
2020_2_22_12;179.4
2020_2_22_13;199.2
2020_2_22_14;197.9
2020_2_22_15;194.8
2020_2_22_16;196.9
2020_2_22_17;184.7
2020_2_22_18;156.5
2020_2_22_19;122.8
2020_2_22_20;101.6
2020_2_22_21;95.6
2020_2_22_22;101.4
2020_2_22_23;94.9
2020_2_23_0;45.2
2020_2_23_1;12.5
2020_2_23_2;6.5
2020_2_23_3;5.1000000000000005
2020_2_23_4;5.1000000000000005
2020_2_23_5;5.3
2020_2_23_6;5.4
2020_2_23_7;16.1
2020_2_23_8;31.6
2020_2_23_9;56.9
2020_2_23_10;77.5
2020_2_23_11;101.5
2020_2_23_12;123.7
2020_2_23_13;140.3
2020_2_23_14;141.8
2020_2_23_15;135.8
2020_2_23_16;131.20000000000002
2020_2_23_17;126.8
2020_2_23_18;111.9
2020_2_23_19;100.8
2020_2_23_20;87.4
2020_2_23_21;75.80000000000001
2020_2_23_22;64.3
2020_2_23_23;46.6
2020_2_24_0;15.5
2020_2_24_1;2.4
2020_2_24_2;1.9
2020_2_24_3;1.3
2020_2_24_4;2.3
2020_2_24_5;22.2
2020_2_24_6;126.2
2020_2_24_7;333.1
2020_2_24_8;397.4
2020_2_24_9;226.3
2020_2_24_10;178.4
2020_2_24_11;189
2020_2_24_12;229.8
2020_2_24_13;231.9
2020_2_24_14;253.2
2020_2_24_15;301.20000000000005
2020_2_24_16;376.5
2020_2_24_17;446
2020_2_24_18;257.2
2020_2_24_19;133.3
2020_2_24_20;95.6
2020_2_24_21;85.4
2020_2_24_22;71.5
2020_2_24_23;49.8
2020_2_25_0;17.1
2020_2_25_1;2.6
2020_2_25_2;1.8
2020_2_25_3;1.4
2020_2_25_4;2.2
2020_2_25_5;22.5
2020_2_25_6;132.5
2020_2_25_7;367.7000000000001
2020_2_25_8;428.9
2020_2_25_9;240.6
2020_2_25_10;189.1
2020_2_25_11;197.1
2020_2_25_12;241.5
2020_2_25_13;241.2
2020_2_25_14;267.90000000000003
2020_2_25_15;311.5
2020_2_25_16;388.9
2020_2_25_17;456.1
2020_2_25_18;273.3
2020_2_25_19;146.2
2020_2_25_20;105.3
2020_2_25_21;92.1
2020_2_25_22;76.89999999999999
2020_2_25_23;49.8
2020_2_26_0;16.7
2020_2_26_1;1.9
2020_2_26_2;0.8
2020_2_26_3;0.8
2020_2_26_4;2.2
2020_2_26_5;21.3
2020_2_26_6;119.8
2020_2_26_7;330.7
2020_2_26_8;396.5
2020_2_26_9;238.8
2020_2_26_10;186.1
2020_2_26_11;196.1
2020_2_26_12;239.6
2020_2_26_13;234.3
2020_2_26_14;256.7
2020_2_26_15;303.20000000000005
2020_2_26_16;369
2020_2_26_17;425.7000000000001
2020_2_26_18;261.40000000000003
2020_2_26_19;139.8
2020_2_26_20;100.7
2020_2_26_21;91.3
2020_2_26_22;79.9
2020_2_26_23;48.6
2020_2_27_0;15.5
2020_2_27_1;1.5
2020_2_27_2;0.7
2020_2_27_3;0.8
2020_2_27_4;2.2
2020_2_27_5;21.8
2020_2_27_6;129.3
2020_2_27_7;357.9
2020_2_27_8;434.4
2020_2_27_9;253.4
2020_2_27_10;195.4
2020_2_27_11;201.4
2020_2_27_12;241.8
2020_2_27_13;242.2
2020_2_27_14;269.5
2020_2_27_15;325.1
2020_2_27_16;397.6
2020_2_27_17;462.3
2020_2_27_18;289.3
2020_2_27_19;168
2020_2_27_20;119.8
2020_2_27_21;110.6
2020_2_27_22;95.2
2020_2_27_23;78.7
2020_2_28_0;23.6
2020_2_28_1;2.2
2020_2_28_2;1
2020_2_28_3;1.4
2020_2_28_4;3
2020_2_28_5;19.6
2020_2_28_6;98.8
2020_2_28_7;279.4
2020_2_28_8;346.8
2020_2_28_9;225.2
2020_2_28_10;188.6
2020_2_28_11;199.5
2020_2_28_12;247.9
2020_2_28_13;251.8
2020_2_28_14;277.9
2020_2_28_15;321.40000000000003
2020_2_28_16;365.9
2020_2_28_17;391.6
2020_2_28_18;271.1
2020_2_28_19;175.1
2020_2_28_20;127.6
2020_2_28_21;113
2020_2_28_22;109.8
2020_2_28_23;90.8
2020_2_29_0;44.5
2020_2_29_1;8.7
2020_2_29_2;3.9
2020_2_29_3;3.9
2020_2_29_4;4.3
2020_2_29_5;6.5
2020_2_29_6;16
2020_2_29_7;35.3
2020_2_29_8;68.1
2020_2_29_9;101
2020_2_29_10;121.5
2020_2_29_11;149.60000000000002
2020_2_29_12;176.2
2020_2_29_13;188.9
2020_2_29_14;183.7
2020_2_29_15;177
2020_2_29_16;178.9
2020_2_29_17;176.3
2020_2_29_18;147.79999999999998
2020_2_29_19;117
2020_2_29_20;97.1
2020_2_29_21;84.6
2020_2_29_22;89
2020_2_29_23;81.69999999999999
2020_3_1_0;43.4
2020_3_1_1;8.9
2020_3_1_2;4.1000000000000005
2020_3_1_3;4.4
2020_3_1_4;4.5
2020_3_1_5;5.4
2020_3_1_6;5.7
2020_3_1_7;17.8
2020_3_1_8;33.6
2020_3_1_9;58.2
2020_3_1_10;78
2020_3_1_11;104.1
2020_3_1_12;125.6
2020_3_1_13;142.9
2020_3_1_14;141
2020_3_1_15;136.5
2020_3_1_16;138.8
2020_3_1_17;135.1
2020_3_1_18;120
2020_3_1_19;100.2
2020_3_1_20;82.19999999999999
2020_3_1_21;69.9
2020_3_1_22;63.5
2020_3_1_23;32.800000000000004
2020_3_2_0;9.5
2020_3_2_1;1
2020_3_2_2;0.4
2020_3_2_3;0.7
2020_3_2_4;2.1
2020_3_2_5;23.2
2020_3_2_6;148.9
2020_3_2_7;489.6
2020_3_2_8;566.6
2020_3_2_9;296.4
2020_3_2_10;212.6
2020_3_2_11;210.6
2020_3_2_12;255.4
2020_3_2_13;250.6
2020_3_2_14;307.7
2020_3_2_15;385.7
2020_3_2_16;460.3
2020_3_2_17;499.4
2020_3_2_18;266.5
2020_3_2_19;127.40000000000002
2020_3_2_20;87
2020_3_2_21;77
2020_3_2_22;62.2
2020_3_2_23;34.8
2020_3_3_0;10.7
2020_3_3_1;1
2020_3_3_2;0.5
2020_3_3_3;0.8
2020_3_3_4;2
2020_3_3_5;22.5
2020_3_3_6;151.60000000000002
2020_3_3_7;493.5
2020_3_3_8;552.8
2020_3_3_9;289
2020_3_3_10;206.7
2020_3_3_11;205.1
2020_3_3_12;263.5
2020_3_3_13;260.7
2020_3_3_14;308.7
2020_3_3_15;377.4
2020_3_3_16;448.1
2020_3_3_17;492.6
2020_3_3_18;270.8
2020_3_3_19;134.9
2020_3_3_20;92.7
2020_3_3_21;83.6
2020_3_3_22;70.3
2020_3_3_23;40.4
2020_3_4_0;11.9
2020_3_4_1;1.1
2020_3_4_2;0.5
2020_3_4_3;0.7
2020_3_4_4;1.9
2020_3_4_5;21.5
2020_3_4_6;132.5
2020_3_4_7;442.8
2020_3_4_8;507.9
2020_3_4_9;276.9
2020_3_4_10;207
2020_3_4_11;211
2020_3_4_12;273.7
2020_3_4_13;262.2
2020_3_4_14;299
2020_3_4_15;360.5
2020_3_4_16;422.8
2020_3_4_17;447.1
2020_3_4_18;251.5
2020_3_4_19;132.8
2020_3_4_20;93.4
2020_3_4_21;84.8
2020_3_4_22;73.80000000000001
2020_3_4_23;44.7
2020_3_5_0;13.8
2020_3_5_1;1.3
2020_3_5_2;0.6
2020_3_5_3;0.9
2020_3_5_4;2.1
2020_3_5_5;22.5
2020_3_5_6;143.9
2020_3_5_7;480
2020_3_5_8;559
2020_3_5_9;299.20000000000005
2020_3_5_10;214.3
2020_3_5_11;211.3
2020_3_5_12;265.40000000000003
2020_3_5_13;264.6
2020_3_5_14;314.6
2020_3_5_15;387.9
2020_3_5_16;463.4
2020_3_5_17;494.6
2020_3_5_18;282.8
2020_3_5_19;157.6
2020_3_5_20;112
2020_3_5_21;107.7
2020_3_5_22;95.8
2020_3_5_23;58.9
2020_3_6_0;19.2
2020_3_6_1;1.9
2020_3_6_2;0.9
2020_3_6_3;1.2
2020_3_6_4;2.7
2020_3_6_5;19.4
2020_3_6_6;113.9
2020_3_6_7;396.8
2020_3_6_8;470.9
2020_3_6_9;268.40000000000003
2020_3_6_10;205.3
2020_3_6_11;214.8
2020_3_6_12;281.6
2020_3_6_13;281.9
2020_3_6_14;329.90000000000003
2020_3_6_15;377.3
2020_3_6_16;392.3
2020_3_6_17;394.7
2020_3_6_18;262.79999999999995
2020_3_6_19;162.70000000000002
2020_3_6_20;120.7
2020_3_6_21;109.5
2020_3_6_22;105.5
2020_3_6_23;92.4
2020_3_7_0;43.8
2020_3_7_1;9
2020_3_7_2;3.7
2020_3_7_3;3.2
2020_3_7_4;3.7
2020_3_7_5;6.1000000000000005
2020_3_7_6;17.4
2020_3_7_7;39.4
2020_3_7_8;72.8
2020_3_7_9;103.3
2020_3_7_10;123.2
2020_3_7_11;148.7
2020_3_7_12;169.5
2020_3_7_13;185.7
2020_3_7_14;186.6
2020_3_7_15;183.6
2020_3_7_16;186.4
2020_3_7_17;178.1
2020_3_7_18;143.2
2020_3_7_19;110.3
2020_3_7_20;92.5
2020_3_7_21;79.3
2020_3_7_22;82.69999999999999
2020_3_7_23;79.9
2020_3_8_0;41.7
2020_3_8_1;9.9
2020_3_8_2;4.4
2020_3_8_3;4.4
2020_3_8_4;4.8
2020_3_8_5;4.9
2020_3_8_6;5.6
2020_3_8_7;15.4
2020_3_8_8;33.300000000000004
2020_3_8_9;59.6
2020_3_8_10;81
2020_3_8_11;105.8
2020_3_8_12;126.9
2020_3_8_13;141.1
2020_3_8_14;131.5
2020_3_8_15;126.7
2020_3_8_16;133.39999999999998
2020_3_8_17;130.6
2020_3_8_18;109.6
2020_3_8_19;96.1
2020_3_8_20;83
2020_3_8_21;67.3
2020_3_8_22;50.9
2020_3_8_23;30.9
2020_3_9_0;9.1
2020_3_9_1;1
2020_3_9_2;0.5
2020_3_9_3;0.6
2020_3_9_4;1.8
2020_3_9_5;22.9
2020_3_9_6;144.4
2020_3_9_7;456.7
2020_3_9_8;516.2
2020_3_9_9;273.6
2020_3_9_10;206.1
2020_3_9_11;202.1
2020_3_9_12;247.9
2020_3_9_13;242.7
2020_3_9_14;291.5
2020_3_9_15;361.4
2020_3_9_16;428.7000000000001
2020_3_9_17;459.1
2020_3_9_18;240.7
2020_3_9_19;121.2
2020_3_9_20;85
2020_3_9_21;74.6
2020_3_9_22;60.7
2020_3_9_23;34.5
2020_3_10_0;9.9
2020_3_10_1;1
2020_3_10_2;0.5
2020_3_10_3;0.6
2020_3_10_4;1.8
2020_3_10_5;22.5
2020_3_10_6;147.60000000000002
2020_3_10_7;485.4
2020_3_10_8;566.3000000000001
2020_3_10_9;301.4
2020_3_10_10;210.7
2020_3_10_11;208.3
2020_3_10_12;264.2
2020_3_10_13;265
2020_3_10_14;308.8
2020_3_10_15;369.7
2020_3_10_16;434.9
2020_3_10_17;480.1
2020_3_10_18;258.29999999999995
2020_3_10_19;126
2020_3_10_20;89.89999999999999
2020_3_10_21;82.60000000000001
2020_3_10_22;67.6
2020_3_10_23;37.7
2020_3_11_0;11.1
2020_3_11_1;1.1
2020_3_11_2;0.5
2020_3_11_3;0.7
2020_3_11_4;2
2020_3_11_5;20.5
2020_3_11_6;123.9
2020_3_11_7;402.5
2020_3_11_8;469.5
2020_3_11_9;261.40000000000003
2020_3_11_10;198.1
2020_3_11_11;203
2020_3_11_12;258.90000000000003
2020_3_11_13;249.9
2020_3_11_14;281.9
2020_3_11_15;334.1
2020_3_11_16;384.4
2020_3_11_17;407
2020_3_11_18;230.1
2020_3_11_19;122
2020_3_11_20;88.5
2020_3_11_21;80.9
2020_3_11_22;69
2020_3_11_23;40.2
2020_3_12_0;12.4
2020_3_12_1;1.2
2020_3_12_2;0.5
2020_3_12_3;0.9
2020_3_12_4;2.1
2020_3_12_5;21.2
2020_3_12_6;132.3
2020_3_12_7;431.6
2020_3_12_8;500.5
2020_3_12_9;269
2020_3_12_10;200.3
2020_3_12_11;199.4
2020_3_12_12;250.4
2020_3_12_13;252.1
2020_3_12_14;295.8
2020_3_12_15;350.9
2020_3_12_16;399.5
2020_3_12_17;412
2020_3_12_18;236.3
2020_3_12_19;127.1
2020_3_12_20;93.7
2020_3_12_21;86.7
2020_3_12_22;62.4
2020_3_12_23;38.9
2020_3_13_0;13.8
2020_3_13_1;1.5
2020_3_13_2;0.8
2020_3_13_3;0.9
2020_3_13_4;2.1
2020_3_13_5;16.7
2020_3_13_6;84.3
2020_3_13_7;255.1
2020_3_13_8;281.3
2020_3_13_9;169.7
2020_3_13_10;142.3
2020_3_13_11;158.6
2020_3_13_12;202.6
2020_3_13_13;208.9
2020_3_13_14;234.1
2020_3_13_15;245.5
2020_3_13_16;241.6
2020_3_13_17;232.5
2020_3_13_18;161.3
2020_3_13_19;102.7
2020_3_13_20;79.39999999999999
2020_3_13_21;68.2
2020_3_13_22;57.5
2020_3_13_23;46.6
2020_3_14_0;23.3
2020_3_14_1;5.2
2020_3_14_2;2.2
2020_3_14_3;1.6
2020_3_14_4;2
2020_3_14_5;3.8
2020_3_14_6;11.1
2020_3_14_7;24.3
2020_3_14_8;42.7
2020_3_14_9;56.8
2020_3_14_10;68.1
2020_3_14_11;84.4
2020_3_14_12;97.7
2020_3_14_13;108.4
2020_3_14_14;110.2
2020_3_14_15;106.9
2020_3_14_16;104.5
2020_3_14_17;99.8
2020_3_14_18;78.60000000000001
2020_3_14_19;61
2020_3_14_20;52.1
2020_3_14_21;43.8
2020_3_14_22;41.2
2020_3_14_23;34.6
2020_3_15_0;18.6
2020_3_15_1;4.5
2020_3_15_2;1.9
2020_3_15_3;1.4
2020_3_15_4;1.8
2020_3_15_5;2.9
2020_3_15_6;3.6
2020_3_15_7;9.5
2020_3_15_8;16.9
2020_3_15_9;25.6
2020_3_15_10;36.7
2020_3_15_11;50.3
2020_3_15_12;57.6
2020_3_15_13;65.9
2020_3_15_14;67.3
2020_3_15_15;64.5
2020_3_15_16;61.6
2020_3_15_17;56.5
2020_3_15_18;51.4
2020_3_15_19;45.1
2020_3_15_20;37
2020_3_15_21;28.6
2020_3_15_22;20.5
2020_3_15_23;11.7
2020_3_16_0;3.7
2020_3_16_1;0.5
2020_3_16_2;0.3
2020_3_16_3;0.4
2020_3_16_4;1.4
2020_3_16_5;12.7
2020_3_16_6;55.4
2020_3_16_7;90.6
2020_3_16_8;80.60000000000001
2020_3_16_9;59.2
2020_3_16_10;57.5
2020_3_16_11;67.10000000000001
2020_3_16_12;76.7
2020_3_16_13;82.4
2020_3_16_14;86.1
2020_3_16_15;91.1
2020_3_16_16;103.6
2020_3_16_17;102.8
2020_3_16_18;64.5
2020_3_16_19;38.8
2020_3_16_20;29.5
2020_3_16_21;24
2020_3_16_22;18.700000000000003
2020_3_16_23;12.2
2020_3_17_0;3.8
2020_3_17_1;0.4
2020_3_17_2;0.2
2020_3_17_3;0.4
2020_3_17_4;1.1
2020_3_17_5;11
2020_3_17_6;45.6
2020_3_17_7;68.6
2020_3_17_8;64.10000000000001
2020_3_17_9;51.7
2020_3_17_10;51.4
2020_3_17_11;60.400000000000006
2020_3_17_12;69
2020_3_17_13;73.1
2020_3_17_14;74.80000000000001
2020_3_17_15;80
2020_3_17_16;92.7
2020_3_17_17;91.4
2020_3_17_18;57.1
2020_3_17_19;35.3
2020_3_17_20;26.6
2020_3_17_21;22.1
2020_3_17_22;17.7
2020_3_17_23;11.7
2020_3_18_0;3.8
2020_3_18_1;0.5
2020_3_18_2;0.2
2020_3_18_3;0.3
2020_3_18_4;1
2020_3_18_5;9.9
2020_3_18_6;40.9
2020_3_18_7;58.5
2020_3_18_8;54.8
2020_3_18_9;45
2020_3_18_10;45.400000000000006
2020_3_18_11;52.7
2020_3_18_12;61.1
2020_3_18_13;65.60000000000001
2020_3_18_14;66.9
2020_3_18_15;72.1
2020_3_18_16;82.10000000000001
2020_3_18_17;79.69999999999999
2020_3_18_18;50.1
2020_3_18_19;31.3
2020_3_18_20;24.9
2020_3_18_21;20.8
2020_3_18_22;17.3
2020_3_18_23;11.3
2020_3_19_0;3.6
2020_3_19_1;0.5
2020_3_19_2;0.3
2020_3_19_3;0.3
2020_3_19_4;0.9
2020_3_19_5;8.9
2020_3_19_6;36.8
2020_3_19_7;54.7
2020_3_19_8;51.2
2020_3_19_9;38.8
2020_3_19_10;37.5
2020_3_19_11;44
2020_3_19_12;52.400000000000006
2020_3_19_13;57.5
2020_3_19_14;59.8
2020_3_19_15;65.60000000000001
2020_3_19_16;74.80000000000001
2020_3_19_17;73.80000000000001
2020_3_19_18;45.900000000000006
2020_3_19_19;29.3
2020_3_19_20;22.9
2020_3_19_21;19.8
2020_3_19_22;15.7
2020_3_19_23;10.3
2020_3_20_0;3.4
2020_3_20_1;0.4
2020_3_20_2;0.2
2020_3_20_3;0.3
2020_3_20_4;0.8
2020_3_20_5;8.1
2020_3_20_6;32.300000000000004
2020_3_20_7;47.7
2020_3_20_8;45.5
2020_3_20_9;37.400000000000006
2020_3_20_10;39.1
2020_3_20_11;47.7
2020_3_20_12;58.3
2020_3_20_13;65
2020_3_20_14;68.8
2020_3_20_15;73.89999999999999
2020_3_20_16;78
2020_3_20_17;74
2020_3_20_18;51.4
2020_3_20_19;36
2020_3_20_20;28.4
2020_3_20_21;23.1
2020_3_20_22;18
2020_3_20_23;12.8
2020_3_21_0;5.1000000000000005
2020_3_21_1;0.7
2020_3_21_2;0.3
2020_3_21_3;0.2
2020_3_21_4;0.6
2020_3_21_5;1.7
2020_3_21_6;5.5
2020_3_21_7;11.5
2020_3_21_8;16.6
2020_3_21_9;21.1
2020_3_21_10;26.9
2020_3_21_11;33.5
2020_3_21_12;39.6
2020_3_21_13;46.4
2020_3_21_14;47.9
2020_3_21_15;45.2
2020_3_21_16;40.7
2020_3_21_17;36.6
2020_3_21_18;26.700000000000003
2020_3_21_19;20.8
2020_3_21_20;17.9
2020_3_21_21;15.2
2020_3_21_22;12.9
2020_3_21_23;9.3
2020_3_22_0;3.9
2020_3_22_1;0.5
2020_3_22_2;0.2
2020_3_22_3;0.2
2020_3_22_4;0.5
2020_3_22_5;1.3
2020_3_22_6;1.7
2020_3_22_7;4.6
2020_3_22_8;7.2
2020_3_22_9;9.7
2020_3_22_10;13.9
2020_3_22_11;18.6
2020_3_22_12;22.5
2020_3_22_13;27.4
2020_3_22_14;28.3
2020_3_22_15;27.3
2020_3_22_16;24.9
2020_3_22_17;22.4
2020_3_22_18;18.9
2020_3_22_19;18
2020_3_22_20;16.7
2020_3_22_21;13.6
2020_3_22_22;10.4
2020_3_22_23;5.8
2020_3_23_0;1.6
2020_3_23_1;0.2
2020_3_23_2;0.1
2020_3_23_3;0.2
2020_3_23_4;0.7
2020_3_23_5;7.7
2020_3_23_6;31.1
2020_3_23_7;46.2
2020_3_23_8;40.6
2020_3_23_9;29.5
2020_3_23_10;30
2020_3_23_11;34.9
2020_3_23_12;41.8
2020_3_23_13;46.1
2020_3_23_14;48.5
2020_3_23_15;52.5
2020_3_23_16;61.1
2020_3_23_17;57.7
2020_3_23_18;35.1
2020_3_23_19;21.6
2020_3_23_20;17.6
2020_3_23_21;14.3
2020_3_23_22;11.7
2020_3_23_23;7.3
2020_3_24_0;2.2
2020_3_24_1;0.3
2020_3_24_2;0.1
2020_3_24_3;0.2
2020_3_24_4;0.7
2020_3_24_5;7.5
2020_3_24_6;30.200000000000003
2020_3_24_7;42
2020_3_24_8;36.7
2020_3_24_9;26.9
2020_3_24_10;26.4
2020_3_24_11;30.9
2020_3_24_12;36.900000000000006
2020_3_24_13;40.9
2020_3_24_14;43.5
2020_3_24_15;48.2
2020_3_24_16;55.3
2020_3_24_17;52.1
2020_3_24_18;32.800000000000004
2020_3_24_19;20.4
2020_3_24_20;16.299999999999997
2020_3_24_21;13.8
2020_3_24_22;11.4
2020_3_24_23;7.2
2020_3_25_0;2.1
2020_3_25_1;0.3
2020_3_25_2;0.1
2020_3_25_3;0.2
2020_3_25_4;0.7
2020_3_25_5;7.1000000000000005
2020_3_25_6;28.6
2020_3_25_7;38.3
2020_3_25_8;34.2
2020_3_25_9;25.5
2020_3_25_10;24.6
2020_3_25_11;30.5
2020_3_25_12;36.5
2020_3_25_13;40.3
2020_3_25_14;42.5
2020_3_25_15;47.7
2020_3_25_16;53.900000000000006
2020_3_25_17;50.4
2020_3_25_18;32.5
2020_3_25_19;20.8
2020_3_25_20;16.7
2020_3_25_21;14.1
2020_3_25_22;11.8
2020_3_25_23;7.6
2020_3_26_0;2.2
2020_3_26_1;0.3
2020_3_26_2;0.1
2020_3_26_3;0.2
2020_3_26_4;0.7
2020_3_26_5;7
2020_3_26_6;28.4
2020_3_26_7;38.6
2020_3_26_8;34.8
2020_3_26_9;25.4
2020_3_26_10;24.7
2020_3_26_11;29.7
2020_3_26_12;36.3
2020_3_26_13;40.7
2020_3_26_14;43.6
2020_3_26_15;48
2020_3_26_16;54.3
2020_3_26_17;51.8
2020_3_26_18;33.4
2020_3_26_19;21.4
2020_3_26_20;17
2020_3_26_21;14.8
2020_3_26_22;12.3
2020_3_26_23;7.6
2020_3_27_0;2.2
2020_3_27_1;0.3
2020_3_27_2;0.1
2020_3_27_3;0.1
2020_3_27_4;0.6
2020_3_27_5;6.6
2020_3_27_6;26.1
2020_3_27_7;36.7
2020_3_27_8;33.6
2020_3_27_9;25.8
2020_3_27_10;26.700000000000003
2020_3_27_11;32.5
2020_3_27_12;40.2
2020_3_27_13;45.2
2020_3_27_14;49
2020_3_27_15;53.5
2020_3_27_16;56.6
2020_3_27_17;52.1
2020_3_27_18;36.8
2020_3_27_19;25.1
2020_3_27_20;19.9
2020_3_27_21;16.1
2020_3_27_22;13.6
2020_3_27_23;9
2020_3_28_0;3.2
2020_3_28_1;0.3
2020_3_28_2;0.1
2020_3_28_3;0.1
2020_3_28_4;0.4
2020_3_28_5;1.4
2020_3_28_6;5
2020_3_28_7;9.1
2020_3_28_8;12.5
2020_3_28_9;15.4
2020_3_28_10;18.700000000000003
2020_3_28_11;23.7
2020_3_28_12;28.3
2020_3_28_13;32.800000000000004
2020_3_28_14;34.3
2020_3_28_15;32.800000000000004
2020_3_28_16;30
2020_3_28_17;26.4
2020_3_28_18;19.6
2020_3_28_19;14.9
2020_3_28_20;13.7
2020_3_28_21;11.5
2020_3_28_22;10
2020_3_28_23;7
2020_3_29_0;2.6
2020_3_29_1;0.4
2020_3_29_3;0.2
2020_3_29_4;0.3
2020_3_29_5;0.9
2020_3_29_6;1.4
2020_3_29_7;4
2020_3_29_8;5.3
2020_3_29_9;6.4
2020_3_29_10;9
2020_3_29_11;12.8
