userstopcode;userstopareacode;stopname
47335010;kamns;Kampen, Station
47335020;kamns;Kampen, Station
47335030;kamns;Kampen, Station
47335040;kamns;Kampen, Station
47335050;kamns;Kampen, Station
47335060;kamns;Kampen, Station
47336000;kamkal;Kampen, Kalmoessingel
47336050;kamkal;Kampen, Kalmoessingel
47336100;kampz;Kampen, GSG Pieter Zandt
47336150;kampz;Kampen, GSG Pieter Zandt
47337010;ysmbur;IJsselmuiden, Burg. van Engelenweg
47340100;dnubez;Den Nul, Bezoekerscentrum
47340520;wyhlan;Wijhe, Langstraat
47340550;wyhopr;Wijhe, Oprit Dijk
47340650;wyhraa;Wijhe, Raalterweg
47340700;wyhraa;Wijhe, Raalterweg
47340710;wyhenk;Wijhe, De Enk
47340720;wyhenk;Wijhe, De Enk
47340730;wyhzan;Wijhe, Zandhuisweg
47340740;wyhzan;Wijhe, Zandhuisweg
47340750;wyhboe;Wijhe, Boerhaar
47340760;wyhboe;Wijhe, Boerhaar
47340770;wyhpep;Wijhe, Peperkamp
47340780;wyhpep;Wijhe, Peperkamp
47340901;wyhdls;Wijhe, de Lange Slagen
47340902;wyhdls;Wijhe, de Lange Slagen
47350001;heezwo;Heerde, Zwolseweg
47350002;heezwo;Heerde, Zwolseweg
47353011;heedre;Heerde, Dreefseweg/Isala
47354002;wapnac;Wapenveld, Nachtegaalweg
47354012;heedre;Heerde, Dreefseweg/Isala
47366999;vordor;Vorchten, Dorp
47369001;veeker;Veessen, Kerkstraat
47369003;veeijs;Veessen, IJsseldijk
47369005;veezaa;Veessen, De Zaaier
47369007;veezij;Veessen, Zijmarseweg
47369011;veenhk;Veessen, Ned. Herv. Kerk
47369012;veenhk;Veessen, Ned. Herv. Kerk
47369015;veeklo;Veessen, Kloosterakkers
47369020;veevee;Veessen, Veerweg
47413001;hogdor;Hoge Enk, Dorpshuis
47413002;hogdor;Hoge Enk, Dorpshuis
47417003;dspbeg;Doornspijk, Begraafplaats
47418001;elbmol;Elburg, Molendorp
47418002;elbmol;Elburg, Molendorp
47418003;elbhnf;Elburg, Het Nieuwe Feithenhof
47418004;elbhnf;Elburg, Het Nieuwe Feithenhof
47418005;elbcen;Elburg, Centrum
47418006;elbcen;Elburg, Centrum
47418007;elbhel;Elburg, Hellenbeekstraat
47418008;elbhel;Elburg, Hellenbeekstraat
47418009;elbcor;Elburg, Coragestraat
47418010;elbcor;Elburg, Coragestraat
47418011;elbkla;Elburg, Klaverplein
47418012;elbkla;Elburg, Klaverplein
47418013;elbzil;Elburg, Zilverschoon
47418014;elbzil;Elburg, Zilverschoon
47418021;elbepe;Elburg, Eperweg
47418022;elbepe;Elburg, Eperweg
47420010;kamond;Kampen, Onderdijks
47420020;kamond;Kampen, Onderdijks
47420100;dzakoe;De Zande, Koelucht
47420150;kamven;Kampen, Venedijk
47430050;kamnhs;Kampen, Nijverheidsstraat
47430200;rogslu;Dronten, Roggebotsluis
47430250;rogslu;Dronten, Roggebotsluis
47430300;drooud;Dronten, Oudebosweg
47439000;PGOF;Provinciegrens F-O N307
47439010;PGOF;Provinciegrens O-F N307
47440050;bospu1;Boskamp, Puinweg 1
47440100;boshen;Boskamp, Hengforderweg
47440150;bospu2;Boskamp, Puinweg 2
47440200;bospu1;Boskamp, Puinweg 1
47440250;boshoe;Boskamp, Hoenlo
47440300;bospu2;Boskamp, Puinweg 2
47440400;boshoe;Boskamp, Hoenlo
47440550;olsjan;Olst, Jan Hooglandstraat
47440700;olsjan;Olst, Jan Hooglandstraat
47440800;olssta;Olst, Station
47440810;olssta;Olst, Station
47440910;olsdek;Olst, Wethouder A.G. Dekkerlaan
47440920;olsdek;Olst, Wethouder A.G. Dekkerlaan
47440930;olsvee;Olst, Veerweg
47440940;olsvee;Olst, Veerweg
47440950;dnuhol;Den Nul, Holstweg
47441001;dnusch;Den Nul, Scherpenzeelseweg
47441002;dnusch;Den Nul, Scherpenzeelseweg
47441020;olscen;Olst, Centrum
47441040;olscen;Olst, Centrum
47441050;dnubez;Den Nul, Bezoekerscentrum
47441100;dnuhol;Den Nul, Holstweg
47441200;bosove;Boskamp, Overkempe
47441250;bosove;Boskamp, Overkempe
47453003;heewen;Heerde, Eperweg
47453004;heewen;Heerde, Eperweg
47453005;heebri;Heerde, Brinklaan
47453006;heebri;Heerde, Brinklaan
47453007;heecen;Heerde, Centrum Groene Hart
47453013;heemol;Heerde, Molenkampweg
47453014;heemol;Heerde, Molenkampweg
47453017;heehof;Heerde, Hofje Wendakker
47453018;heehof;Heerde, Hofje Wendakker
47453020;heekeu;Heerde, Keuterstraat
47453021;heekeu;Heerde, Keuterstraat
47453029;heehee;Heerde, Heerderstrand
47453030;heehee;Heerde, Heerderstrand
47453053;heetra;Heerde, Transferium Horsthoek
47453054;heetra;Heerde, Transferium Horsthoek
47453060;heeker;Heerde, Kerkdijk
47453070;heeker;Heerde, Kerkdijk
47516015;nunelb;Nunspeet, Elburgerweg
47517001;dspcen;Doornspijk, Centrum
47517002;dspcen;Doornspijk, Centrum
47517004;dspbeg;Doornspijk, Begraafplaats
47530020;droktw;Dronten, Ketelweg
47530050;drooud;Dronten, Oudebosweg
47539901;;NPIVU Dronten, Roggebotsluis (n)
47539902;;NPIVU Dronten, Roggebotsluis (zz)
47539903;;NPIVU Dronten, Roggebotsluis (zn)
47540050;diewet;Diepenveen, Wetermansweg
47540100;devhav;Deventer, Havezatelaan
47540200;diewet;Diepenveen, Wetermansweg
47540210;diecen;Diepenveen, Centrum
47540220;diecen;Diepenveen, Centrum
47540250;diesal;Diepenveen, Sallandsweg
47540350;diebae;Diepenveen, Baerselmansweg
47540400;diesal;Diepenveen, Sallandsweg
47540450;diemol;Diepenveen, Molenveldsweg
47540500;diebae;Diepenveen, Baerselmansweg
47540550;dieran;Diepenveen, Randerstraat
47540600;diemol;Diepenveen, Molenveldsweg
47540650;boslan;Boskamp, Langedijk
47540700;dieran;Diepenveen, Randerstraat
47540750;boshen;Boskamp, Hengforderweg
47540800;boslan;Boskamp, Langedijk
47540890;devhav;Deventer, Havezatelaan
47551990;epeton;Epe, Tongerenseweg
47552000;epeton;Epe, Tongerenseweg
47552005;epecen;Epe, Centrum
47552006;epecen;Epe, Centrum
47552009;epedie;Epe, Diepenweg
47552010;epedie;Epe, Diepenweg
47552011;epeham;Epe, Hammerstraat
47552012;epeham;Epe, Hammerstraat
47552013;epespo;Epe, Sportpark
47552014;epespo;Epe, Sportpark
47552015;epeaka;Epe, Apeldoorns Kanaal
47552016;epeaka;Epe, Apeldoorns Kanaal
47552017;epepol;Epe, Politiebureau
47552018;epepol;Epe, Politiebureau
47552019;epejor;Epe, Sint Jorisweg
47552021;epeloh;Epe, Lohuizerweg
47552023;epekla;Epe, Klaarbeek
47552024;epekla;Epe, Klaarbeek
49007250;llsvaa;Lelystad, Vaartweg
47559951;;Streckenpunkt Epe zuidzijde tbv lijn 210
47559952;;Streckenpunkt Epe - Heerde tbv lijn 210/304
47559953;;Streckenpunkt Heerde Transferium
47561001;thdsta;'t Harde, Station
47561003;thdcen;'t Harde, Centrum
47561004;thdcen;'t Harde, Centrum
47561005;thdspo;'t Harde, Sportlaan
47561006;thdspo;'t Harde, Sportlaan
47561007;thdmun;'t Harde, Munnikenweg
47561008;thdmun;'t Harde, Munnikenweg
47561009;thdhok;'t Harde, De Hokseberg
47561010;thdhok;'t Harde, De Hokseberg
47616001;nunvre;Nunspeet, Vreeweg
47616003;nunsta;Nunspeet, Station
47616004;nunsta;Nunspeet, Station
47616005;nunber;Nunspeet, Berenbosweg
47616006;nunber;Nunspeet, Berenbosweg
47616009;nuncen;Nunspeet, Centrum
47616010;nuncen;Nunspeet, Centrum
47616013;nunoen;Nunspeet, Oenenburgweg
47616014;nunoen;Nunspeet, Oenenburgweg
47616019;nunels;Nunspeet, Elspeterweg
47616020;nunels;Nunspeet, Elspeterweg
47616022;nuncam;Nunspeet, Camping de Tol
47616025;nungem;Nunspeet, Gemeentehuis
47616027;nunver;Nunspeet, Verzorgingstehuis Bunterhoek
47616029;nunbun;Nunspeet, De Bunte
47616030;nunbun;Nunspeet, De Bunte
47616031;nunhul;Nunspeet, 't Hul
47616032;nunhul;Nunspeet, 't Hul
47616034;nunelb;Nunspeet, Elburgerweg
47616041;nunwat;Nunspeet, Waterweg
47616042;nunwat;Nunspeet, Waterweg
47616043;nunoos;Nunspeet, Oosterlaan
47616044;nunoos;Nunspeet, Oosterlaan
47616045;nundsp;Nunspeet, De Sparrenhorst
47616046;nundsp;Nunspeet, De Sparrenhorst
47616047;nungru;Nunspeet, Gruppendelerweg
47616048;nungru;Nunspeet, Gruppendelerweg
47619952;;Streckenpunkt kering nunhul
47625001;oenbos;Oene, Boshoekerweg
47625002;oenbos;Oene, Boshoekerweg
47625003;oendor;Oene, Dorpsstraat
47625004;oendor;Oene, Dorpsstraat
47625005;oenkui;Oene, Kuiperkampseweg
47625006;oenkui;Oene, Kuiperkampseweg
47640030;devsax;Deventer, Saxion Hogeschool
47640050;devmun;Deventer, Munsterstraat
47640060;devmun;Deventer, Munsterstraat
47640070;devke1;Deventer, Keulenstraat 1
47640080;devke1;Deventer, Keulenstraat 1
47640090;devke2;Deventer, Keulenstraat 2
47640100;devke2;Deventer, Keulenstraat 2
47640110;devrig;Deventer, Rigastraat
47640120;devrig;Deventer, Rigastraat
47640130;devind;Deventer, Industrieweg
47640140;devind;Deventer, Industrieweg
47640150;devher;Deventer, Herfordstraat
47640160;devher;Deventer, Herfordstraat
47640190;devdor;Deventer, Dortmundstraat
47640200;devdor;Deventer, Dortmundstraat
47640230;devwwi;Deventer, Willem Witsenstraat
47640240;devwwi;Deventer, Willem Witsenstraat
47640290;devcdb;Deventer, Croddenbrug
47640300;devcdb;Deventer, Croddenbrug
47640370;devbek;Deventer, De Bekkumer
47640380;devbek;Deventer, De Bekkumer
47640390;devsax;Deventer, Saxion Hogeschool
47640410;devsni;Deventer, Snippeling
47640530;devvpw;Deventer, Verpleeghuis P.W. Janssen
47640540;devvpw;Deventer, Verpleeghuis P.W. Janssen
47640550;devros;Deventer, Rostockstraat
47640560;devros;Deventer, Rostockstraat
47640570;devkon;Deventer, Koningsbergenstraat
47640580;devkon;Deventer, Koningsbergenstraat
47640590;devarn;Deventer, Arnsbergstraat
47640600;devarn;Deventer, Arnsbergstraat
47640680;devrun;Deventer, Runshoppingcentre
47640690;devrun;Deventer, Runshoppingcentre
47640700;devbed;Deventer, Bedrijvenpark A1
47640710;devdav;Deventer, David Wijnveldtweg
47640720;devdav;Deventer, David Wijnveldtweg
47640730;devalb;Deventer, Albertus van Leusenweg
47640740;devalb;Deventer, Albertus van Leusenweg
47640750;devdie;Deventer, Alphons Diepenbrocklaan
47640760;devdie;Deventer, Alphons Diepenbrocklaan
47640800;devbed;Deventer, Bedrijvenpark A1
47640830;devkno;Deventer, De Knoop
47640835;devkno;Deventer, De Knoop
47640840;devbir;Deventer, Birnieweg/Hotel
47640850;devnbw;Deventer, Nering Bogelweg
47640860;devnbs;Deventer, Nering Bogelweg/Sligro
47640900;devjoz;Deventer, St. Jozef verpleeghuis
47640910;devjoz;Deventer, St. Jozef verpleeghuis
47640920;devwez;Deventer, Wezenland
47640930;devwez;Deventer, Wezenland
47640940;shrbeg;Schalkhaar, Begraafplaats
47641000;devsta;Deventer, Station
47641016;devsta;Deventer, Station
47641026;devsta;Deventer, Station
47641039;devsta;Deventer, Station
47641040;devsta;Deventer, Station
47641130;devdel;Deventer, Deltaplein
47641140;devdel;Deventer, Deltaplein
47641150;devdou;Deventer, Douwelerwetering
47641160;devdou;Deventer, Douwelerwetering
47641170;devbie;Deventer, Biesboschlaan
47641180;devbie;Deventer, Biesboschlaan
47641190;devams;Deventer, Amstellaan
47641200;devsni;Deventer, Snippeling
47641240;devkvo;Deventer, Kleine Vos
47641250;devkvo;Deventer, Kleine Vos
47641280;devzwa;Deventer, Zwaluwenburg
47641290;devzwa;Deventer, Zwaluwenburg
47641300;devtou;Deventer, Toutenburg
47641310;devtou;Deventer, Toutenburg
47641320;devsla;Deventer, Slangenburg
47641330;devsla;Deventer, Slangenburg
47641530;devhon;Deventer, Hondsroos
47641610;devbon;Deventer, Bonenkamp
47641620;devbon;Deventer, Bonenkamp
47641630;devhan;Deventer, Hannie Schaftpad
47641640;devhan;Deventer, Hannie Schaftpad
47641670;devjoh;Deventer, Johanna Naberstraat
47641680;devjoh;Deventer, Johanna Naberstraat
47641730;devsol;Deventer, Solingenstraat
47641740;devsol;Deventer, Solingenstraat
47641750;devsvs;Deventer, Schonenvaardersstraat
47641760;devsvs;Deventer, Schonenvaardersstraat
47641790;devmaa;Deventer, Maagdenburg
47641800;devmaa;Deventer, Maagdenburg
47641940;devteu;Deventer, Teugseplein
47641950;devteu;Deventer, Teugseplein
47642030;devsrs;Deventer, Schurenstraat
47642040;devsrs;Deventer, Schurenstraat
47642050;devobe;Deventer, Oude Begraafplaats
47642060;devobe;Deventer, Oude Begraafplaats
47642072;devijs;Deventer, IJ. de Schepperstraat
47642081;devijs;Deventer, IJ. de Schepperstraat
47642090;devdap;Deventer, Dapperstraat
47642100;devdap;Deventer, Dapperstraat
47642110;devvma;Deventer, Van Marckelplein
47642120;devvma;Deventer, Van Marckelplein
47642150;devwke;Deventer, Wkc Keizerslanden
47642160;devwke;Deventer, Wkc Keizerslanden
47642170;devbal;Deventer, Balderikstraat
47642180;devbal;Deventer, Balderikstraat
47642190;devlud;Deventer, Ludgerstraat
47642200;devlud;Deventer, Ludgerstraat
47642210;devbee;Deventer, Beeckestein
47642220;devbee;Deventer, Beeckestein
47642230;devbor;Deventer, Wkc Borgele
47642240;devbor;Deventer, Wkc Borgele
47642250;devbeu;Deventer, Beugelskamp
47642260;devbeu;Deventer, Beugelskamp
47642270;devvli;Deventer, Het Vlier
47642280;devvli;Deventer, Het Vlier
47642290;devwil;Deventer, Thomas Wildey
47642300;devwil;Deventer, Thomas Wildey
47642320;devpla;Deventer, Platvoet
47643050;devnij;Deventer, Nijverheidstraat
47643060;devnij;Deventer, Nijverheidstraat
47643070;devrij;Deventer, Rijsterborgherweg
47643080;devrij;Deventer, Rijsterborgherweg
47643110;devrad;Deventer, Radstakeweg
47643120;devrad;Deventer, Radstakeweg
47643150;devera;Deventer, Erasmusstraat
47643160;devera;Deventer, Erasmusstraat
47643170;devzam;Deventer, Zamenhofplein
47643180;devzam;Deventer, Zamenhofplein
47643190;devver;Deventer, Vermeerstraat
47643200;devver;Deventer, Vermeerstraat
47643210;devmor;Deventer, Moreelsestraat
47643220;devmor;Deventer, Moreelsestraat
47643230;devrub;Deventer, Rubensstraat
47643240;devrub;Deventer, Rubensstraat
47643250;devspo;Deventer, Sportveldenlaan
47643260;devspo;Deventer, Sportveldenlaan
47643270;devjur;Deventer, Verpleeghuis St. Jurrien
47643280;devjur;Deventer, Verpleeghuis St. Jurrien
47643290;devjoo;Deventer, Joost van de Vondellaan
47643300;devjoo;Deventer, Joost van de Vondellaan
47643310;devloo;Deventer, Lookersdijk
47643320;devloo;Deventer, Lookersdijk
47643960;devbst;Deventer, Beestenmarkt
47643970;devbst;Deventer, Beestenmarkt
47643990;devble;Deventer, Bleekstraat
47644000;devvee;Deventer, Veenweg
47644010;devvee;Deventer, Veenweg
47644040;devams;Deventer, Amstellaan
47644050;devsni;Deventer, Snippeling
47644060;devhun;Deventer, Hunneperweg
47644080;devfes;Deventer, Fesevurstraat
47644090;devfes;Deventer, Fesevurstraat
47644110;devcor;Deventer, Cornelis Lelylaan
47644120;devcor;Deventer, Cornelis Lelylaan
47644290;deveur;Deventer, Europaplein
47644300;deveur;Deventer, Europaplein
47644310;devpap;Deventer, Papenblik
47644320;devpap;Deventer, Papenblik
47644370;devvis;Deventer, Visbystraat
47644380;devvis;Deventer, Visbystraat
47645001;devspl;Deventer, Splithofstraat
47645002;devspl;Deventer, Splithofstraat
47645083;devzkh;Deventer, Ziekenhuis
47645090;shrber;Schalkhaar, Prins Bernhardweg
47645100;shrber;Schalkhaar, Prins Bernhardweg
47645110;shroer;Schalkhaar, Oerdijk
47645120;shroer;Schalkhaar, Oerdijk
47645150;shrwes;Schalkhaar, Westenberg
47645160;shrwes;Schalkhaar, Westenberg
47645170;shrker;Schalkhaar, Kerkweg
47645180;shrker;Schalkhaar, Kerkweg
47648050;letsch;Lettele, Schooldijk
47648060;letsch;Lettele, Schooldijk
47649001;devstc;Deventer, Station Colmschate
47649002;devstc;Deventer, Station Colmschate
47649010;devwes;Deventer, Westfalenstraat
47649020;devwes;Deventer, Westfalenstraat
47649040;devwij;Deventer, Wijtenhorst
47649050;devwij;Deventer, Wijtenhorst
47650001;vaazui;Vaassen, Vaassen-Zuid
47650002;vaazui;Vaassen, Vaassen-Zuid
47650003;vaaoos;Vaassen, Oosterhof
47650004;vaaoos;Vaassen, Oosterhof
47650005;wenhae;Wenum, De Haere
47650006;vaacen;Vaassen, Centrum
47650007;vaanoo;Vaassen, Vaassen-Noord
47650008;vaanoo;Vaassen, Vaassen-Noord
47650009;vaacen;Vaassen, Centrum
47651001;emthan;Emst, Handelsebrug
47651002;emthan;Emst, Handelsebrug
47651003;emthez;Emst, Hezeplein
47651004;emthez;Emst, Hezeplein
47651005;emtora;Emst, Oranjeweg
47651006;emtora;Emst, Oranjeweg
47713001;hullan;Hulshorst, Landgoed Hulshorst
47713003;huloud;Hulshorst, Oudeweg
47713004;huloud;Hulshorst, Oudeweg
47713005;hulvar;Hulshorst, Varelseweg
47713006;hulvar;Hulshorst, Varelseweg
47713007;hulsch;Hulshorst, School Hulshorst
47713008;hulsch;Hulshorst, School Hulshorst
47713009;hulond;Hulshorst, Onder de Bos
47713010;hulond;Hulshorst, Onder de Bos
47716002;nunvre;Nunspeet, Vreeweg
47724001;nybdor;Nijbroek, Dorpsplein
47724002;nybdor;Nijbroek, Dorpsplein
47730001;twdems;Terwolde, Emstermate
47730002;twdems;Terwolde, Emstermate
47730003;twdtww;Terwolde, Twelloseweg
47730004;twdtww;Terwolde, Twelloseweg
47730005;twdmol;Terwolde, Molenweg
47730006;twdmol;Terwolde, Molenweg
47730007;twdmdo;Terwolde, Molen De Ooievaar
47730008;twdmdo;Terwolde, Molen De Ooievaar
47786021;nuncam;Nunspeet, Camping de Tol
47786023;nunhal;Nunspeet, Halfweg
47786024;nunhal;Nunspeet, Halfweg
47788004;vhtmal;Vierhouten, De Mallejan
47830010;wyhkri;Wijhe, Krijtenberg
47831503;boeboe;Boerhaar, Boerhaar
47831611;wyhsta;Wijhe, Station
47839001;wyhhav;Wijhe, Havenpoort
47850010;bosker;Boskamp, Kerk
47850020;bosker;Boskamp, Kerk
47850030;eikste;Eikelhof, Stenen Kruis
47850040;eikste;Eikelhof, Stenen Kruis
47882022;elslno;Elspeet, Landgoed Noorderheide
47888001;vhtcen;Vierhouten, Centrum
47888002;vhtcen;Vierhouten, Centrum
47888003;vhtmal;Vierhouten, De Mallejan
47888005;vhtnka;Vierhouten, Noordkampen
47888006;vhtnka;Vierhouten, Noordkampen
47888007;vhtfru;Vierhouten, 't Frusselt
47888008;vhtfru;Vierhouten, 't Frusselt
47888009;vhtebs;Vierhouten, Elspeterbosweg
47888010;vhtebs;Vierhouten, Elspeterbosweg
47890001;devosn;Deventer, Osnabruckstraat
47890002;devosn;Deventer, Osnabruckstraat
47892001;devcen;Deventer, Schouwburg/Centrum
47892002;devcen;Deventer, Schouwburg/Centrum
47899001;devwyn;Deventer, Van Wijnen
47899002;devwyn;Deventer, Van Wijnen
47899901;devnwd;Deventer, Nieuwedijk
47899902;devnwd;Deventer, Nieuwedijk
47899903;devsch;Deventer, De Scheg
47899904;devsch;Deventer, De Scheg
47899905;devsch;Deventer, De Scheg
47899909;devhui;Deventer, Huize Salland
47899910;devhui;Deventer, Huize Salland
47899913;devbra;Deventer, Brandweerdam
47899914;devbra;Deventer, Brandweerdam
47899951;;Streckenpunkt kering devpla
47899952;;Streckenpunkt Snipperlingsdijk Deventer tbv lijn 7
47899953;;Streckenpunkt Snipperlingsdijk Deventer tbv lijn 7
47899954;;Streckenpunkt Deventer station westzijde
47908350;zwldev;Zwolle, Nieuwe Deventerweg
47909001;devoos;Deventer, Oostriklaan
47909002;devoos;Deventer, Oostriklaan
49000010;llsbou;Lelystad, Bouwweg
49000020;llsapl;Lelystad, Atolplaza
49000040;llszkh;Lelystad, Ziekenhuis
49000050;llsllc;Lelystad, Lelycentre
49000060;llsrot;Lelystad, Rotondebrug
49000070;llsrot;Lelystad, Rotondebrug
49000080;llspob;Lelystad, Politiebrug
49000101;llsllc;Lelystad, Lelycentre
49000120;llspbr;Lelystad, Plantagebrug
49000140;llszdk;Lelystad, Zwembad De Koploper
49000162;llsoos;Lelystad, Oostkaap
49000170;llscbr;Lelystad, Centrumbrug
49000171;llscbr;Lelystad, Centrumbrug
49000180;llsovb;Lelystad, Oostvaardersbrug
49000220;llsbin;Lelystad, Bingerden
49000250;llsvec;Lelystad, Vecht
49000280;llsgoo;Lelystad, Gooisebrug
49000290;llsscb;Lelystad, Schouwbrug
49000300;llsscb;Lelystad, Schouwbrug
49000320;llsbon;Lelystad, Bongerd
49000340;llsbbr;Lelystad, Botterbrug
49000350;llsbbr;Lelystad, Botterbrug
49000370;llsrey;Lelystad, Reygersbeek
49000380;llseag;Lelystad, Eaglelaan
49000400;llsalb;Lelystad, Albatroslaan
49000430;llsora;Lelystad, Oostrandbrug
49000450;llsval;Lelystad, Val van Urk
49000470;llsora;Lelystad, Oostrandbrug
49000480;llsgol;Lelystad, Golfpark
49000520;llshrh;Lelystad, Houtribhoogte
49000530;llssst;Lelystad, Schroefstraat
49000550;llslan;Lelystad, Langezand
49000580;llspkh;Lelystad, Parkhaven
49000600;llswer;Lelystad, Werkeiland
49000610;llswer;Lelystad, Werkeiland
49000620;llshmo;Lelystad-Haven, Monnickendamstraat
49000630;llshle;Lelystad-Haven, Lemmerkade
49000640;llshon;Lelystad, Hondsdraf
49000660;llshle;Lelystad-Haven, Lemmerkade
49000670;llshri;Lelystad-Haven, Ringdijk
49000700;llshr1;Lelystad, Houtribhoogte
49000710;llswar;Lelystad, Warande
49000720;llswar;Lelystad, Warande
49000730;llshbs;Lelystad, H. Bekiusschool - De Rede
49000750;llsvbr;Lelystad, Vlieterbrug
49000800;llsvbr;Lelystad, Vlieterbrug
49000850;llskwi;Lelystad, Kwikstraat
49000870;llshrs;Lelystad, Houtribsluis
49000900;llspar;Lelystad, Parlaan
49000910;llspar;Lelystad, Parlaan
49000950;llsbro;Lelystad, Bronsweg
49000970;llsbeg;Lelystad, Beginweg
49000990;llsjag;Lelystad, Jagersveld
49001000;llsbui;Lelystad, Buitenhof
49001020;llsho1;Lelystad, Hondsdraf
49001210;llshou;Lelystad, Houtribweg
49001220;llshou;Lelystad, Houtribweg
49001440;llsgbr;Lelystad, Geulbrug
49001450;llsgbr;Lelystad, Geulbrug
49001540;llsgob;Lelystad, Gorsbrug
49001550;llsgob;Lelystad, Gorsbrug
49001650;llsago;Lelystad, Agora
49001651;llsag1;Lelystad, Agora
49001680;llssal;Lelystad, Salland
49001690;llssal;Lelystad, Salland
49001700;llsago;Lelystad, Agora
49001730;llsvel;Lelystad, Veluwezoom
49001740;llsvel;Lelystad, Veluwezoom
49001750;llsbar;Lelystad, Baronie
49001760;llsbar;Lelystad, Baronie
49002000;llshol;Lelystad, Hollandse Hout
49002300;llsjow;Lelystad, Jol West
49002310;llsjow;Lelystad, Jol West
49002400;llswcj;Lelystad, Winkelcentrum Jol
49002410;llswcj;Lelystad, Winkelcentrum Jol
49002500;llspuz;Lelystad, Punter Zuid
49002600;llspun;Lelystad, Punter
49002610;llspun;Lelystad, Punter
49002700;llsgon;Lelystad, Gondel Noord
49002710;llsgon;Lelystad, Gondel Noord
49003250;llszkh;Lelystad, Ziekenhuis
49003300;llsdho;Lelystad, De Hoven
49003320;llsdho;Lelystad, De Hoven
49003360;llstla;Lelystad, 't Laar
49003370;llstla;Lelystad, 't Laar
49003500;llswol;Lelystad, Wold
49003510;llswol;Lelystad, Wold
49003600;llswck;Lelystad, Winkelcentrum Kamp
49003610;llswck;Lelystad, Winkelcentrum Kamp
49003700;llshor;Lelystad, Horst
49003710;llshor;Lelystad, Horst
49003900;llsnie;Lelystad, Nienoord
49004000;llsnie;Lelystad, Nienoord
49004110;llsslo;Lelystad, Slotenlaan
49004120;llsslo;Lelystad, Slotenlaan
49004240;llsoze;Lelystad, Oostzeestraat
49004250;llsoze;Lelystad, Oostzeestraat
49004270;llswes;Lelystad, Westhoven
49004340;llszze;Lelystad, Zwartezeestraat
49004350;llszze;Lelystad, Zwartezeestraat
49004500;llsdri;Lelystad, De Rietlanden
49004510;llspil;Lelystad, Penitentiaire Inrichting
49004550;llsdri;Lelystad, De Rietlanden
49004900;llsbou;Lelystad, Bouwweg
49005000;llssta;Lelystad, Station Centrum
49005001;llsst1;Lelystad, Station Centrum
49005010;llssta;Lelystad, Station Centrum
49005020;llssta;Lelystad, Station Centrum
49005030;llssta;Lelystad, Station Centrum
49005040;llssta;Lelystad, Station Centrum
49005050;llssta;Lelystad, Station Centrum
49005060;llssta;Lelystad, Station Centrum
49005070;llssta;Lelystad, Station Centrum
49005150;llsves;Lelystad, Vestebrug
49005200;llsves;Lelystad, Vestebrug
49005250;llssbr;Lelystad, Schansbrug
49005300;llssbr;Lelystad, Schansbrug
49005350;llspob;Lelystad, Politiebrug
49005400;llsord;Lelystad, Oostranddreef
49005500;llsrun;Lelystad, Runderweg
49005550;llskvb;Lelystad, Karveelbrug
49005600;llskvb;Lelystad, Karveelbrug
49005650;llskem;Lelystad, Kempenaarbrug
49005700;llskem;Lelystad, Kempenaarbrug
49005750;llsbob;Lelystad, Boeierbrug
49005800;llsbob;Lelystad, Boeierbrug
49005850;llsbah;Lelystad, Bataviahaven
49005920;llsbas;Lelystad, Batavia Stad
49005950;llscre;Lelystad, Crematorium
49006460;llsgoz;Lelystad, Gondel Zuid
